,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[12574],0.045,0.058,-0.067,0.15,0.0,0.001,21541.0,5282.0,1.0
mu[12575],-0.329,0.076,-0.477,-0.19,0.001,0.001,14713.0,6760.0,1.0
mu[12576],-0.035,0.059,-0.155,0.067,0.0,0.001,20605.0,5206.0,1.0
mu[12577],-0.018,0.063,-0.133,0.104,0.0,0.001,18452.0,5818.0,1.0
mu[12578],-0.119,0.059,-0.233,-0.011,0.0,0.001,20124.0,6004.0,1.0
mu[12579],-0.079,0.058,-0.188,0.028,0.0,0.001,21997.0,5947.0,1.0
mu[12580],-0.141,0.06,-0.255,-0.025,0.0,0.001,21212.0,5904.0,1.0
mu[12581],-0.154,0.061,-0.269,-0.042,0.0,0.001,17082.0,6242.0,1.0
mu[12582],0.052,0.07,-0.081,0.185,0.001,0.001,16035.0,6785.0,1.0
mu[12583],0.003,0.061,-0.114,0.115,0.0,0.001,17270.0,6066.0,1.0
mu[12584],0.02,0.062,-0.091,0.145,0.0,0.001,18475.0,6287.0,1.0
mu[12585],-0.631,0.138,-0.902,-0.382,0.001,0.001,12408.0,8099.0,1.0
mu[12586],-0.044,0.059,-0.155,0.064,0.0,0.001,17891.0,5887.0,1.0
mu[12587],-0.252,0.057,-0.362,-0.145,0.0,0.001,18884.0,6040.0,1.0
mu[12588],-0.046,0.059,-0.157,0.062,0.0,0.001,21965.0,5749.0,1.0
mu[12589],-0.286,0.059,-0.401,-0.178,0.0,0.001,20864.0,5181.0,1.0
mu[12590],-0.176,0.066,-0.306,-0.056,0.001,0.001,16502.0,6193.0,1.0
mu[12591],-0.428,0.07,-0.562,-0.3,0.001,0.001,15290.0,6722.0,1.0
mu[12592],0.009,0.067,-0.114,0.134,0.001,0.001,15790.0,6482.0,1.0
mu[12593],-0.111,0.06,-0.224,-0.002,0.0,0.001,20351.0,5521.0,1.0
mu[12594],-0.086,0.057,-0.194,0.022,0.0,0.001,20540.0,5259.0,1.0
mu[12595],-0.081,0.059,-0.193,0.03,0.0,0.001,19839.0,5400.0,1.0
mu[12596],-0.233,0.094,-0.411,-0.059,0.001,0.001,12988.0,7380.0,1.0
mu[12597],0.075,0.057,-0.031,0.183,0.0,0.001,20786.0,5519.0,1.0
mu[12598],-0.417,0.06,-0.531,-0.308,0.0,0.001,18125.0,5318.0,1.0
mu[12599],-0.137,0.066,-0.264,-0.015,0.0,0.001,19130.0,6696.0,1.0
mu[12600],-0.25,0.059,-0.359,-0.14,0.0,0.001,20345.0,5433.0,1.0
mu[12601],-0.12,0.058,-0.229,-0.011,0.0,0.001,21617.0,5791.0,1.0
mu[12602],-0.099,0.058,-0.209,0.008,0.0,0.001,18043.0,5503.0,1.0
mu[12603],-0.41,0.069,-0.539,-0.282,0.001,0.001,16297.0,6434.0,1.0
mu[12604],0.196,0.064,0.081,0.318,0.0,0.001,17205.0,6355.0,1.0
mu[12605],-0.405,0.059,-0.514,-0.292,0.0,0.001,17857.0,6513.0,1.0
mu[12606],0.565,0.058,0.455,0.673,0.0,0.001,15408.0,5965.0,1.0
mu[12607],0.122,0.056,0.016,0.224,0.0,0.001,21110.0,5927.0,1.0
mu[12608],0.071,0.063,-0.053,0.186,0.0,0.001,17928.0,6246.0,1.0
mu[12609],-0.033,0.059,-0.142,0.083,0.0,0.001,20585.0,5727.0,1.0
mu[12610],0.154,0.069,0.024,0.282,0.001,0.001,16543.0,7134.0,1.0
mu[12611],0.048,0.064,-0.07,0.169,0.0,0.001,17564.0,6649.0,1.0
mu[12612],-0.088,0.058,-0.201,0.022,0.0,0.001,22288.0,5583.0,1.0
mu[12613],-0.156,0.058,-0.268,-0.051,0.0,0.001,20181.0,6150.0,1.0
mu[12614],-0.449,0.075,-0.589,-0.308,0.001,0.001,13985.0,6857.0,1.0
mu[12615],0.073,0.063,-0.044,0.192,0.0,0.001,19276.0,5454.0,1.0
mu[12616],0.026,0.062,-0.089,0.143,0.0,0.001,20661.0,6140.0,1.0
mu[12617],0.081,0.072,-0.052,0.216,0.001,0.001,14932.0,6636.0,1.0
mu[12618],-0.345,0.09,-0.506,-0.17,0.001,0.001,13236.0,7144.0,1.0
mu[12619],-0.09,0.06,-0.203,0.02,0.0,0.001,19901.0,6262.0,1.0
mu[12620],-0.047,0.058,-0.156,0.062,0.0,0.001,23418.0,5611.0,1.0
mu[12621],-0.217,0.056,-0.325,-0.115,0.0,0.001,20014.0,5712.0,1.0
mu[12622],-0.102,0.06,-0.213,0.013,0.0,0.001,18483.0,5973.0,1.0
mu[12623],-0.061,0.07,-0.199,0.064,0.001,0.001,15431.0,6656.0,1.0
mu[12624],-0.371,0.08,-0.518,-0.218,0.001,0.001,13869.0,6684.0,1.0
mu[12625],-0.334,0.057,-0.442,-0.226,0.0,0.001,19431.0,5388.0,1.0
mu[12626],0.118,0.058,0.01,0.23,0.0,0.001,21025.0,5700.0,1.0
mu[12627],0.1,0.059,-0.005,0.216,0.0,0.001,19926.0,5349.0,1.0
mu[12628],0.121,0.068,-0.008,0.248,0.001,0.001,17086.0,6210.0,1.0
mu[12629],0.099,0.06,-0.012,0.214,0.0,0.001,18390.0,5974.0,1.0
mu[12630],-0.185,0.06,-0.294,-0.067,0.0,0.001,20256.0,5290.0,1.0
mu[12631],0.082,0.06,-0.024,0.196,0.0,0.001,19278.0,5693.0,1.0
mu[12632],-0.118,0.063,-0.241,-0.005,0.0,0.001,19666.0,5721.0,1.0
mu[12633],-0.329,0.061,-0.442,-0.212,0.0,0.001,18653.0,6360.0,1.0
mu[12634],-0.324,0.058,-0.433,-0.214,0.0,0.001,18965.0,5952.0,1.0
mu[12635],-0.208,0.063,-0.322,-0.085,0.0,0.001,18039.0,6495.0,1.0
mu[12636],0.007,0.07,-0.125,0.137,0.001,0.001,16087.0,6349.0,1.0
mu[12637],0.068,0.068,-0.063,0.195,0.001,0.001,16276.0,6536.0,1.0
mu[12638],-0.048,0.058,-0.159,0.063,0.0,0.001,19826.0,5698.0,1.0
mu[12639],-0.188,0.059,-0.299,-0.074,0.0,0.001,20937.0,5717.0,1.0
mu[12640],0.342,0.058,0.236,0.453,0.0,0.001,17448.0,5470.0,1.0
mu[12641],0.123,0.06,0.014,0.239,0.0,0.001,18646.0,5837.0,1.0
mu[12642],-0.026,0.057,-0.134,0.08,0.0,0.001,20332.0,5492.0,1.0
mu[12643],-0.081,0.058,-0.192,0.027,0.0,0.001,20901.0,6196.0,1.0
mu[12644],0.061,0.069,-0.07,0.19,0.001,0.001,14965.0,6543.0,1.0
mu[12645],0.022,0.064,-0.095,0.142,0.0,0.001,18009.0,6306.0,1.0
mu[12646],-0.333,0.063,-0.458,-0.22,0.0,0.001,18137.0,6048.0,1.0
mu[12647],-0.08,0.058,-0.19,0.026,0.0,0.001,24318.0,5682.0,1.0
mu[12648],-0.053,0.058,-0.166,0.052,0.0,0.001,21437.0,5236.0,1.0
mu[12649],0.148,0.058,0.043,0.262,0.0,0.001,19115.0,5925.0,1.0
mu[12650],0.117,0.058,0.007,0.227,0.0,0.001,20525.0,5427.0,1.0
mu[12651],0.242,0.061,0.128,0.357,0.0,0.001,18118.0,5785.0,1.0
mu[12652],0.367,0.057,0.256,0.469,0.0,0.001,16868.0,6056.0,1.0
mu[12653],-0.025,0.07,-0.154,0.109,0.001,0.001,15872.0,6747.0,1.0
mu[12654],0.295,0.063,0.179,0.413,0.0,0.001,17281.0,6372.0,1.0
mu[12655],0.338,0.057,0.234,0.451,0.0,0.001,15020.0,5462.0,1.0
mu[12656],-0.181,0.066,-0.3,-0.05,0.001,0.001,16827.0,6625.0,1.0
mu[12657],-0.395,0.062,-0.513,-0.281,0.0,0.001,17229.0,5829.0,1.0
mu[12658],-0.4,0.065,-0.524,-0.28,0.0,0.001,17590.0,6489.0,1.0
mu[12659],0.053,0.06,-0.056,0.163,0.0,0.001,18218.0,5518.0,1.0
mu[12660],0.717,0.059,0.604,0.823,0.0,0.001,14382.0,6724.0,1.0
mu[12661],0.183,0.058,0.071,0.29,0.0,0.001,19972.0,5487.0,1.0
mu[12662],0.052,0.06,-0.058,0.167,0.0,0.001,17806.0,5812.0,1.0
mu[12663],0.077,0.069,-0.053,0.205,0.001,0.001,16786.0,6623.0,1.0
mu[12664],0.217,0.068,0.09,0.346,0.001,0.001,16541.0,6635.0,1.0
mu[12665],-0.312,0.093,-0.488,-0.136,0.001,0.001,12992.0,7096.0,1.0
mu[12666],0.057,0.058,-0.05,0.166,0.0,0.001,19797.0,5768.0,1.0
mu[12667],0.045,0.067,-0.081,0.168,0.001,0.001,17065.0,6038.0,1.0
mu[12668],0.464,0.062,0.351,0.58,0.001,0.001,14488.0,5883.0,1.0
mu[12669],0.169,0.073,0.032,0.307,0.001,0.001,14918.0,6754.0,1.0
mu[12670],0.163,0.062,0.045,0.273,0.0,0.001,18769.0,5889.0,1.0
mu[12671],-0.043,0.072,-0.174,0.095,0.001,0.001,14832.0,6711.0,1.0
mu[12672],-0.085,0.057,-0.191,0.023,0.0,0.001,22458.0,5814.0,1.0
mu[12673],0.154,0.058,0.045,0.262,0.0,0.001,18765.0,5903.0,1.0
mu[12674],0.216,0.066,0.095,0.339,0.001,0.001,16693.0,6203.0,1.0
mu[12675],-0.133,0.063,-0.245,-0.011,0.0,0.001,18953.0,5911.0,1.0
mu[12676],0.476,0.058,0.367,0.586,0.0,0.001,16257.0,6337.0,1.0
mu[12677],-0.203,0.058,-0.314,-0.095,0.0,0.001,21263.0,6051.0,1.0
mu[12678],-0.008,0.063,-0.128,0.109,0.0,0.001,17361.0,6125.0,1.0
mu[12679],0.261,0.073,0.129,0.404,0.001,0.001,15182.0,6503.0,1.0
mu[12680],-0.051,0.069,-0.187,0.071,0.001,0.001,16845.0,6692.0,1.0
mu[12681],-0.154,0.064,-0.274,-0.035,0.0,0.001,18837.0,5675.0,1.0
mu[12682],0.056,0.072,-0.082,0.188,0.001,0.001,16618.0,6926.0,1.0
mu[12683],-0.262,0.059,-0.37,-0.148,0.0,0.001,19450.0,5886.0,1.0
mu[12684],-0.595,0.058,-0.704,-0.485,0.0,0.001,17373.0,6322.0,1.0
mu[12685],0.496,0.061,0.382,0.609,0.0,0.001,17132.0,6092.0,1.0
mu[12686],0.198,0.063,0.08,0.321,0.0,0.001,16941.0,5999.0,1.0
mu[12687],-0.676,0.058,-0.783,-0.564,0.0,0.001,17089.0,6302.0,1.0
mu[12688],-0.381,0.057,-0.485,-0.27,0.0,0.001,18110.0,4960.0,1.0
mu[12689],0.016,0.06,-0.095,0.128,0.0,0.001,17939.0,5832.0,1.0
mu[12690],-0.224,0.058,-0.336,-0.119,0.0,0.001,19062.0,5226.0,1.0
mu[12691],-0.74,0.062,-0.859,-0.624,0.001,0.001,13716.0,6710.0,1.0
mu[12692],0.033,0.06,-0.081,0.142,0.0,0.001,18076.0,5946.0,1.0
mu[12693],-0.072,0.058,-0.183,0.035,0.0,0.001,19407.0,5875.0,1.0
mu[12694],-0.429,0.058,-0.535,-0.318,0.0,0.001,19615.0,5973.0,1.0
mu[12695],-0.472,0.068,-0.594,-0.34,0.001,0.001,14476.0,7024.0,1.0
mu[12696],-0.13,0.06,-0.247,-0.023,0.0,0.001,20643.0,5800.0,1.0
mu[12697],0.265,0.059,0.153,0.373,0.0,0.001,16469.0,6178.0,1.0
mu[12698],0.313,0.073,0.174,0.45,0.001,0.001,14785.0,6789.0,1.0
mu[12699],-0.621,0.061,-0.73,-0.503,0.0,0.001,15201.0,6261.0,1.0
mu[12700],0.015,0.06,-0.101,0.126,0.0,0.001,20015.0,5717.0,1.0
mu[12701],0.056,0.057,-0.047,0.167,0.0,0.001,21254.0,6424.0,1.0
mu[12702],-0.337,0.08,-0.488,-0.182,0.001,0.001,13760.0,6640.0,1.0
mu[12703],-0.017,0.058,-0.129,0.092,0.0,0.001,20804.0,5400.0,1.0
mu[12704],0.005,0.061,-0.113,0.117,0.0,0.001,18430.0,5120.0,1.0
mu[12705],-0.11,0.059,-0.223,-0.001,0.0,0.001,20528.0,5576.0,1.0
mu[12706],-0.063,0.058,-0.167,0.05,0.0,0.001,21822.0,5282.0,1.0
mu[12707],-0.135,0.061,-0.249,-0.021,0.0,0.001,20706.0,6286.0,1.0
mu[12708],-0.13,0.061,-0.247,-0.018,0.0,0.001,15695.0,5823.0,1.0
mu[12709],0.082,0.069,-0.046,0.214,0.001,0.001,14797.0,6516.0,1.0
mu[12710],0.006,0.064,-0.111,0.129,0.0,0.001,16589.0,5865.0,1.0
mu[12711],0.024,0.064,-0.093,0.148,0.0,0.001,16239.0,6324.0,1.0
mu[12712],-0.669,0.143,-0.938,-0.401,0.001,0.002,10735.0,7501.0,1.0
mu[12713],-0.036,0.06,-0.156,0.072,0.0,0.001,19281.0,5688.0,1.0
mu[12714],-0.237,0.058,-0.345,-0.131,0.0,0.001,21371.0,6048.0,1.0
mu[12715],-0.034,0.058,-0.147,0.072,0.0,0.001,21664.0,5819.0,1.0
mu[12716],-0.276,0.059,-0.391,-0.169,0.0,0.001,20127.0,5554.0,1.0
mu[12717],-0.149,0.065,-0.267,-0.025,0.001,0.001,16291.0,6331.0,1.0
mu[12718],-0.432,0.072,-0.561,-0.287,0.001,0.001,13742.0,6791.0,1.0
mu[12719],0.036,0.066,-0.093,0.156,0.001,0.001,16222.0,6254.0,1.0
mu[12720],-0.103,0.06,-0.217,0.009,0.0,0.001,20496.0,5434.0,1.0
mu[12721],-0.074,0.057,-0.181,0.034,0.0,0.001,21511.0,5276.0,1.0
mu[12722],-0.073,0.06,-0.184,0.043,0.0,0.001,19502.0,6072.0,1.0
mu[12723],-0.25,0.098,-0.432,-0.064,0.001,0.001,12847.0,7407.0,1.0
mu[12724],0.088,0.056,-0.01,0.204,0.0,0.001,23392.0,5202.0,1.0
mu[12725],-0.409,0.059,-0.519,-0.299,0.0,0.001,17672.0,6451.0,1.0
mu[12726],-0.136,0.067,-0.261,-0.01,0.001,0.001,16229.0,6039.0,1.0
mu[12727],-0.242,0.059,-0.351,-0.131,0.0,0.001,21954.0,5953.0,1.0
mu[12728],-0.109,0.059,-0.22,0.0,0.0,0.001,22483.0,5814.0,1.0
mu[12729],-0.084,0.057,-0.187,0.029,0.0,0.001,19011.0,5529.0,1.0
mu[12730],-0.412,0.072,-0.544,-0.275,0.001,0.001,16275.0,6685.0,1.0
mu[12731],0.221,0.063,0.104,0.341,0.0,0.001,17024.0,6046.0,1.0
mu[12732],-0.385,0.06,-0.494,-0.27,0.0,0.001,18445.0,6269.0,1.0
mu[12733],0.578,0.058,0.466,0.683,0.0,0.001,15228.0,6324.0,1.0
mu[12734],0.134,0.058,0.027,0.243,0.0,0.001,21695.0,6201.0,1.0
mu[12735],0.094,0.061,-0.021,0.207,0.0,0.001,18380.0,5760.0,1.0
mu[12736],-0.015,0.058,-0.127,0.093,0.0,0.001,21351.0,4756.0,1.0
mu[12737],0.183,0.068,0.057,0.313,0.001,0.001,15040.0,6388.0,1.0
mu[12738],0.073,0.064,-0.048,0.192,0.0,0.001,17398.0,6140.0,1.0
mu[12739],-0.077,0.059,-0.191,0.029,0.0,0.001,20814.0,5697.0,1.0
mu[12740],-0.148,0.061,-0.266,-0.037,0.0,0.001,20560.0,5281.0,1.0
mu[12741],-0.456,0.078,-0.604,-0.313,0.001,0.001,13769.0,6771.0,1.0
mu[12742],0.096,0.062,-0.02,0.213,0.0,0.001,19621.0,5594.0,1.0
mu[12743],0.03,0.065,-0.098,0.147,0.0,0.001,18901.0,6225.0,1.0
mu[12744],0.112,0.071,-0.028,0.24,0.001,0.001,13580.0,6449.0,1.0
mu[12745],-0.361,0.094,-0.539,-0.187,0.001,0.001,12548.0,7040.0,1.0
mu[12746],-0.084,0.061,-0.2,0.027,0.0,0.001,18875.0,5734.0,1.0
mu[12747],-0.035,0.058,-0.15,0.07,0.0,0.001,23031.0,4887.0,1.0
mu[12748],-0.202,0.058,-0.312,-0.094,0.0,0.001,20310.0,5253.0,1.0
mu[12749],-0.083,0.059,-0.191,0.033,0.0,0.001,19380.0,5590.0,1.0
mu[12750],-0.032,0.069,-0.164,0.092,0.001,0.001,15809.0,6970.0,1.0
mu[12751],-0.381,0.083,-0.538,-0.224,0.001,0.001,12513.0,6884.0,1.0
mu[12752],-0.321,0.058,-0.433,-0.214,0.0,0.001,20091.0,5995.0,1.0
mu[12753],0.131,0.058,0.017,0.234,0.0,0.001,19994.0,6012.0,1.0
mu[12754],0.113,0.059,0.004,0.225,0.0,0.001,20330.0,5548.0,1.0
mu[12755],0.15,0.067,0.028,0.276,0.001,0.001,15697.0,6586.0,1.0
mu[12756],0.12,0.06,0.008,0.233,0.0,0.001,18295.0,6038.0,1.0
mu[12757],-0.179,0.062,-0.295,-0.063,0.0,0.001,19470.0,5474.0,1.0
mu[12758],0.102,0.059,-0.006,0.217,0.0,0.001,18995.0,5489.0,1.0
mu[12759],-0.096,0.062,-0.208,0.026,0.0,0.001,18301.0,5340.0,1.0
mu[12760],-0.324,0.062,-0.444,-0.213,0.0,0.001,19309.0,6433.0,1.0
mu[12761],-0.308,0.058,-0.417,-0.198,0.0,0.001,19728.0,5400.0,1.0
mu[12762],-0.205,0.065,-0.328,-0.085,0.0,0.001,19295.0,6300.0,1.0
mu[12763],0.036,0.068,-0.091,0.162,0.001,0.001,14933.0,6598.0,1.0
mu[12764],0.066,0.07,-0.074,0.191,0.001,0.001,15436.0,6751.0,1.0
mu[12765],-0.04,0.059,-0.151,0.071,0.0,0.001,19713.0,5705.0,1.0
mu[12766],-0.18,0.059,-0.29,-0.073,0.0,0.001,20673.0,5776.0,1.0
mu[12767],0.358,0.057,0.256,0.469,0.0,0.001,18269.0,5534.0,1.0
mu[12768],0.128,0.062,0.013,0.243,0.0,0.001,18123.0,5635.0,1.0
mu[12769],-0.01,0.057,-0.116,0.096,0.0,0.001,22605.0,5666.0,1.0
mu[12770],-0.072,0.06,-0.182,0.042,0.0,0.001,20523.0,5613.0,1.0
mu[12771],0.059,0.072,-0.076,0.19,0.001,0.001,15495.0,5969.0,1.0
mu[12772],0.046,0.062,-0.072,0.161,0.0,0.001,17693.0,6015.0,1.0
mu[12773],-0.31,0.062,-0.426,-0.192,0.0,0.001,16260.0,5696.0,1.0
mu[12774],-0.067,0.058,-0.179,0.038,0.0,0.001,21642.0,5205.0,1.0
mu[12775],-0.039,0.057,-0.147,0.07,0.0,0.001,21982.0,5745.0,1.0
mu[12776],0.158,0.059,0.046,0.269,0.0,0.001,19402.0,5657.0,1.0
mu[12777],0.127,0.059,0.018,0.238,0.0,0.001,20829.0,5870.0,1.0
mu[12778],0.263,0.06,0.15,0.376,0.0,0.001,18996.0,5561.0,1.0
mu[12779],0.379,0.058,0.267,0.484,0.0,0.001,16703.0,5741.0,1.0
mu[12780],0.004,0.069,-0.128,0.133,0.001,0.001,14226.0,6135.0,1.0
mu[12781],0.319,0.062,0.199,0.432,0.0,0.001,16169.0,6513.0,1.0
mu[12782],0.354,0.057,0.245,0.46,0.0,0.001,17479.0,5861.0,1.0
mu[12783],-0.155,0.065,-0.274,-0.033,0.001,0.001,16356.0,5835.0,1.0
mu[12784],-0.392,0.064,-0.514,-0.275,0.0,0.001,17232.0,6571.0,1.0
mu[12785],-0.399,0.067,-0.526,-0.277,0.001,0.001,15509.0,6667.0,1.0
mu[12786],0.072,0.058,-0.036,0.182,0.0,0.001,18281.0,5625.0,1.0
mu[12787],0.736,0.059,0.627,0.849,0.0,0.001,14021.0,6257.0,1.0
mu[12788],0.194,0.058,0.083,0.301,0.0,0.001,19262.0,5692.0,1.0
mu[12789],0.061,0.06,-0.055,0.169,0.0,0.001,20310.0,5223.0,1.0
mu[12790],0.106,0.068,-0.019,0.236,0.001,0.001,14997.0,6082.0,1.0
mu[12791],0.246,0.068,0.116,0.369,0.001,0.001,14980.0,6208.0,1.0
mu[12792],-0.329,0.097,-0.512,-0.146,0.001,0.001,11425.0,7559.0,1.0
mu[12793],0.065,0.059,-0.046,0.176,0.0,0.001,19498.0,6224.0,1.0
mu[12794],0.072,0.066,-0.055,0.194,0.001,0.001,16523.0,6816.0,1.0
mu[12795],0.486,0.06,0.378,0.604,0.0,0.001,15465.0,5883.0,1.0
mu[12796],0.201,0.073,0.065,0.337,0.001,0.001,14303.0,6653.0,1.0
mu[12797],0.184,0.061,0.068,0.297,0.0,0.001,17846.0,5888.0,1.0
mu[12798],-0.048,0.074,-0.191,0.087,0.001,0.001,13957.0,6889.0,1.0
mu[12799],-0.074,0.058,-0.187,0.032,0.0,0.001,22419.0,5413.0,1.0
mu[12800],0.168,0.059,0.061,0.282,0.0,0.001,19561.0,5589.0,1.0
mu[12801],0.242,0.065,0.123,0.366,0.001,0.001,16204.0,6022.0,1.0
mu[12802],-0.129,0.063,-0.245,-0.008,0.0,0.001,16717.0,6069.0,1.0
mu[12803],0.484,0.06,0.373,0.597,0.0,0.001,16170.0,6584.0,1.0
mu[12804],-0.192,0.058,-0.302,-0.083,0.0,0.001,20674.0,5541.0,1.0
mu[12805],0.016,0.063,-0.102,0.133,0.0,0.001,17033.0,6004.0,1.0
mu[12806],0.293,0.072,0.157,0.427,0.001,0.001,14163.0,7463.0,1.0
mu[12807],-0.023,0.066,-0.146,0.102,0.001,0.001,15902.0,5793.0,1.0
mu[12808],-0.151,0.065,-0.272,-0.031,0.0,0.001,17791.0,6388.0,1.0
mu[12809],0.086,0.071,-0.044,0.224,0.001,0.001,14860.0,6164.0,1.0
mu[12810],-0.243,0.059,-0.357,-0.135,0.0,0.001,19368.0,5592.0,1.0
mu[12811],-0.587,0.059,-0.705,-0.479,0.0,0.001,18338.0,6464.0,1.0
mu[12812],0.517,0.06,0.408,0.632,0.0,0.001,17645.0,6780.0,1.0
mu[12813],0.221,0.063,0.102,0.336,0.0,0.001,16044.0,5959.0,1.0
mu[12814],-0.66,0.058,-0.767,-0.548,0.0,0.001,15960.0,5767.0,1.0
mu[12815],-0.368,0.057,-0.475,-0.258,0.0,0.001,19596.0,5871.0,1.0
mu[12816],0.035,0.058,-0.073,0.146,0.0,0.001,21188.0,5941.0,1.0
mu[12817],-0.208,0.058,-0.32,-0.103,0.0,0.001,19728.0,5532.0,1.0
mu[12818],-0.737,0.064,-0.858,-0.618,0.001,0.001,14000.0,5922.0,1.0
mu[12819],0.053,0.059,-0.06,0.163,0.0,0.001,19225.0,5773.0,1.0
mu[12820],-0.056,0.058,-0.162,0.057,0.0,0.001,21421.0,5032.0,1.0
mu[12821],-0.42,0.059,-0.531,-0.312,0.0,0.001,19253.0,5907.0,1.0
mu[12822],-0.444,0.067,-0.573,-0.321,0.001,0.001,13079.0,6459.0,1.0
mu[12823],-0.11,0.059,-0.222,-0.001,0.0,0.001,21478.0,5626.0,1.0
mu[12824],0.282,0.059,0.166,0.387,0.0,0.001,16875.0,5388.0,1.0
mu[12825],0.345,0.072,0.215,0.484,0.001,0.001,13204.0,6478.0,1.0
mu[12826],-0.6,0.06,-0.713,-0.489,0.0,0.001,15357.0,6190.0,1.0
mu[12827],0.081,0.061,-0.033,0.198,0.0,0.001,18123.0,5946.0,1.0
mu[12828],0.071,0.058,-0.039,0.179,0.0,0.001,20906.0,6026.0,1.0
mu[12829],-0.055,0.097,-0.232,0.135,0.001,0.001,10551.0,7138.0,1.0
mu[12830],-0.109,0.061,-0.219,0.007,0.0,0.001,18478.0,5310.0,1.0
mu[12831],-0.145,0.067,-0.275,-0.025,0.001,0.001,14957.0,6068.0,1.0
mu[12832],-0.077,0.06,-0.186,0.035,0.0,0.001,18946.0,6268.0,1.0
mu[12833],-0.117,0.058,-0.222,-0.008,0.0,0.001,19386.0,5588.0,1.0
mu[12834],-0.054,0.063,-0.172,0.064,0.0,0.001,16435.0,6249.0,1.0
mu[12835],-0.287,0.067,-0.412,-0.158,0.001,0.001,13026.0,6742.0,1.0
mu[12836],-0.167,0.083,-0.322,-0.012,0.001,0.001,10898.0,6792.0,1.0
mu[12837],0.127,0.069,-0.006,0.25,0.001,0.001,14896.0,7029.0,1.0
mu[12838],0.136,0.068,0.01,0.263,0.001,0.001,13740.0,6623.0,1.0
mu[12839],0.033,0.196,-0.333,0.405,0.002,0.002,8703.0,7063.0,1.0
mu[12840],0.017,0.062,-0.099,0.132,0.0,0.001,18903.0,6222.0,1.0
mu[12841],-0.284,0.059,-0.394,-0.176,0.0,0.001,17628.0,5511.0,1.0
mu[12842],-0.035,0.059,-0.143,0.076,0.0,0.001,21124.0,5370.0,1.0
mu[12843],-0.242,0.06,-0.352,-0.129,0.0,0.001,21852.0,6214.0,1.0
mu[12844],-0.353,0.075,-0.493,-0.211,0.001,0.001,11492.0,7331.0,1.0
mu[12845],-0.218,0.084,-0.375,-0.064,0.001,0.001,11522.0,6941.0,1.0
mu[12846],-0.174,0.076,-0.32,-0.034,0.001,0.001,12302.0,7292.0,1.0
mu[12847],-0.04,0.062,-0.158,0.075,0.0,0.001,19438.0,5368.0,1.0
mu[12848],-0.063,0.058,-0.173,0.043,0.0,0.001,21037.0,5404.0,1.0
mu[12849],-0.011,0.063,-0.137,0.098,0.0,0.001,20192.0,5908.0,1.0
mu[12850],0.16,0.125,-0.081,0.39,0.001,0.001,9585.0,7653.0,1.0
mu[12851],0.071,0.058,-0.038,0.177,0.0,0.001,22869.0,5467.0,1.0
mu[12852],-0.351,0.061,-0.464,-0.232,0.0,0.001,17581.0,6229.0,1.0
mu[12853],0.028,0.075,-0.112,0.171,0.001,0.001,13544.0,7364.0,1.0
mu[12854],-0.186,0.062,-0.299,-0.07,0.0,0.001,20168.0,6174.0,1.0
mu[12855],-0.092,0.059,-0.202,0.018,0.0,0.001,23014.0,5654.0,1.0
mu[12856],-0.127,0.058,-0.234,-0.016,0.0,0.001,18803.0,5778.0,1.0
mu[12857],-0.211,0.081,-0.357,-0.056,0.001,0.001,12037.0,7320.0,1.0
mu[12858],0.044,0.071,-0.09,0.175,0.001,0.001,12486.0,5956.0,1.0
mu[12859],-0.495,0.061,-0.609,-0.379,0.001,0.001,14468.0,6468.0,1.0
mu[12860],0.57,0.058,0.46,0.677,0.0,0.001,15420.0,6489.0,1.0
mu[12861],0.131,0.058,0.026,0.243,0.0,0.001,20620.0,5877.0,1.0
mu[12862],-0.063,0.068,-0.186,0.068,0.001,0.001,13945.0,6310.0,1.0
mu[12863],-0.099,0.061,-0.216,0.013,0.0,0.001,19728.0,5447.0,1.0
mu[12864],-0.055,0.08,-0.211,0.09,0.001,0.001,10917.0,6589.0,1.0
mu[12865],-0.106,0.07,-0.238,0.025,0.001,0.001,13040.0,7182.0,1.0
mu[12866],-0.065,0.059,-0.173,0.047,0.0,0.001,21207.0,5836.0,1.0
mu[12867],-0.093,0.062,-0.208,0.026,0.0,0.001,20338.0,6483.0,1.0
mu[12868],-0.196,0.093,-0.361,-0.012,0.001,0.001,11000.0,7328.0,1.0
mu[12869],-0.063,0.068,-0.188,0.067,0.001,0.001,14161.0,6417.0,1.0
mu[12870],0.14,0.067,0.014,0.266,0.001,0.001,14750.0,6979.0,1.0
mu[12871],-0.153,0.086,-0.314,0.007,0.001,0.001,10945.0,7125.0,1.0
mu[12872],0.024,0.12,-0.2,0.252,0.001,0.001,9733.0,7353.0,1.0
mu[12873],-0.005,0.063,-0.126,0.114,0.0,0.001,17385.0,5755.0,1.0
mu[12874],-0.039,0.059,-0.149,0.071,0.0,0.001,22048.0,5677.0,1.0
mu[12875],-0.241,0.058,-0.35,-0.131,0.0,0.001,18393.0,5504.0,1.0
mu[12876],-0.174,0.061,-0.289,-0.062,0.0,0.001,15492.0,5653.0,1.0
mu[12877],-0.272,0.081,-0.426,-0.122,0.001,0.001,10656.0,7280.0,1.0
